OBJECTID;CODE_VOIE;NOM_VOIE;TYPE_AMENAGEMENT;REALISATION;CIRCUL2R;CIRCVOIT;AFFECTATION;TOURNGAUCHE;SHAPE.LEN
59866;;  ;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;146.44682442814
59869;17167;Avenue de la Paix;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;147.744893596148
59872;60160;  Voie-Centrale;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;179.124512179014
59877;;  ;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;91.6336607046916
60182;;  ;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.6228893237047
60183;;  ;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.8652163982314
60184;;  ;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;77.4428462889116
60186;;  ;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;76.8936020656745
60187;;  ;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;27.543334946952196
60188;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;310.569892583992
60189;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;182.214235175047
60502;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;121.27860899598102
60503;21679;Route de Saint-Loup;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;332.85831966531003
60504;07536;Route de Crans;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;179.42496582189102
60505;07536;Route de Crans;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;239.662692539822
60506;07536;Route de Crans;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;87.0376322957923
60509;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.6432919796062
60510;;  ;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.97228868046157
60512;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;46.67547628586539
60513;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;46.5474981692119
60516;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.1018122486403
60824;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;84.72950489646449
60825;;  ;Dérogation 2R;2014;bidirectionnelle;;au statut de la rue : vélos seuls;;80.6419872026973
61142;22853;Route de Sous-Moulin;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;88.9625817901918
61143;22853;Route de Sous-Moulin;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;52.8646765457057
61144;22853;Route de Sous-Moulin;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.8322636556196
61146;23590;Avenue de Thônex;Bande;2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;143.96722439499902
61148;23590;Avenue de Thônex;Bande;2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;60.0080867035853
61151;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;33.1280882748691
56000;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;487.901254766563
56001;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;174.244179435821
56002;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;266.28966332259
56003;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;263.77177401598
56004;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;284.645240362187
56005;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;202.95274796606003
56006;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;122.309301015021
56007;05746;Route de Chevrens;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;104.319492091444
56008;05916;Rue Jean-Robert- CHOUET;Contresens;2009;unidirectionnelle; ;vélos + cyclomoteurs;;172.710835335637
56009;05916;Rue Jean-Robert- CHOUET;Sas;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;5.65406933102168
56011;05983;Rampe de Choully;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;43.4083339417328
56012;06017;Rue Henri- CHRISTINÉ;Bande;2004;unidirectionnelle;contresens;vélos + cyclomoteurs;;8.98002248574487
56013;06017;Rue Henri- CHRISTINÉ;Contresens;2004;unidirectionnelle;contresens;vélos + cyclomoteurs;;116.68093984898
56014;06084;Place du Cirque;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;32.3717685645996
56015;06084;Place du Cirque;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.85206438160112
56016;06084;Place du Cirque;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.81508846555358
56017;06114;Rue de la Cité;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;153.124821748926
56018;06254;Chemin de la Clairière;Dérogation 2R;1998;bidirectionnelle; ;au statut de la rue : vélos seuls;;99.6597171395801
56019;06270;Place Edouard- CLAPARÈDE;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;45.3899401004326
56020;06270;Place Edouard- CLAPARÈDE;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.475765769655599
56022;06319;Rue du Cloître;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue : vélos seuls;;84.49347414418229
56023;06327;Rue du Clos;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;54.5593222537552
56024;06327;Rue du Clos;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;57.5265366118835
56025;06327;Rue du Clos;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;75.95336658414641
56026;06378;Boulevard de la Cluse;Bande;1996;unidirectionnelle;contresens;vélos + cyclomoteurs;;28.1219060520442
56027;06378;Boulevard de la Cluse;Dérogation 2R;2008;bidirectionnelle; ;mixité piétons;;74.04242057292409
56028;06378;Boulevard de la Cluse;Piste;1995;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.4132111800487595
56029;06483;Route de Collex;Piste;2006;bidirectionnelle;;mixité piétons;;100.39377223898501
56030;06483;Route de Collex;Piste;2006;bidirectionnelle;;mixité piétons;;130.94153610870802
56031;06483;Route de Collex;Piste;2006;bidirectionnelle;;mixité piétons;;115.249481868374
56032;06483;Route de Collex;Piste;2006;bidirectionnelle;;mixité piétons;;316.934790260807
56033;06483;Route de Collex;Piste;2006;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;21.7916910771055
56034;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;125.308450842498
56035;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;129.446335355866
56036;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;141.95246422658502
56037;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;80.15471135543119
56038;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;112.157409302396
56039;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;mixité piétons;;123.226930975158
56040;06483;Route de Collex;Piste;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;82.39532916939218
56041;06491;Rue de la Colline;Contresens;2003;; ;vélos + cyclomoteurs;;34.2576558080646
56045;06548;Quai de Cologny;Piste;1960;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;304.67952818276603
56046;06548;Quai de Cologny;Piste;1960;unidirectionnelle;dans le sens;mixité piétons;;186.46136974227102
56048;06548;Quai de Cologny;Dérogation 2R;2015;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;430.920983383245
56049;06548;Quai de Cologny;Dérogation 2R;2015;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;299.916443591664
56050;06548;Quai de Cologny;Dérogation 2R;2015;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;251.85850299737203
56051;06548;Quai de Cologny;Dérogation 2R;2015;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;937.974171266433
56057;06572;Rue du Colombier;Contresens;2009;unidirectionnelle; ;vélos + cyclomoteurs;;70.5261233609905
56058;06610;Route de Colovrex;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;549.343178344494
56060;06610;Route de Colovrex;Bande;2005;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;24.9164071751511
56061;06610;Route de Colovrex;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;607.460972299949
56064;06718;Rue du Commerce;Dérogation 2R;1993;bidirectionnelle; ;au statut de la rue : vélos seuls;;93.95117508578589
56065;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.5151451821984
56066;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;38.9304164116889
56067;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.746894750841296
56068;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.475942032608799
56069;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.989357153062
56070;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.25280877245688
56071;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.543907067930299
56072;06785;Avenue des Communes-Réunies;Bande;~2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.223638559812297
56073;06785;Avenue des Communes-Réunies;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.107268250589897
56074;06785;Avenue des Communes-Réunies;Piste;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;335.387683530251
56075;06785;Avenue des Communes-Réunies;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;128.542242815548
56076;06785;Avenue des Communes-Réunies;Piste;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;95.4052264824869
56077;06785;Avenue des Communes-Réunies;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.0259426976439
56078;06785;Avenue des Communes-Réunies;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;69.6504472705463
56079;06785;Avenue des Communes-Réunies;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;301.984384058861
56080;06785;Avenue des Communes-Réunies;Piste;1996;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.131042179418799
56081;06785;Avenue des Communes-Réunies;Piste;1996;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;148.056454636002
56082;06785;Avenue des Communes-Réunies;Piste;1996;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;197.689719939331
56083;06785;Avenue des Communes-Réunies;Piste;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.42651108994889
56084;06785;Avenue des Communes-Réunies;Piste;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;233.94689097067604
56085;06785;Avenue des Communes-Réunies;Piste;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;215.45709900646003
56086;06785;Avenue des Communes-Réunies;Piste;2008;bidirectionnelle; ;vélos + cyclomoteurs;;49.0355863220426
56087;06785;Avenue des Communes-Réunies;Piste;2008;bidirectionnelle; ;vélos + cyclomoteurs;;92.7669886761038
56088;06785;Avenue des Communes-Réunies;Piste;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;139.62960389448602
56089;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;270.290218556623
56090;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;448.985484199626
56091;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;190.249478111619
56092;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;317.533710357401
56093;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;82.1103465430835
56094;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;224.68727766423203
56095;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;230.937043313726
56096;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;200.409000782441
56097;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;85.37700274791979
56098;06831;Route de Compois;Piste;1986;bidirectionnelle;dans le sens;mixité piétons;;92.32891678767601
56099;06831;Route de Compois;Piste;1986;bidirectionnelle;;mixité piétons;;327.687359255708
56100;06947;Rue du Conseil-Général;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;103.178622753133
56101;06947;Rue du Conseil-Général;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.95844974094089
56102;06971;Rue de Contamines;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.8955023600957
56103;06971;Rue de Contamines;Bande;2002;unidirectionnelle;contresens;vélos + cyclomoteurs;;37.4156366493935
56104;06971;Rue de Contamines;Bande;2002;unidirectionnelle;contresens;vélos + cyclomoteurs;;55.50235749259419
56110;07048;Chemin des Coquelicots;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.58444375636834
56111;07048;Chemin des Coquelicots;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;47.0158087751543
56112;07048;Chemin des Coquelicots;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;130.546534977384
56113;07048;Chemin des Coquelicots;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.203380938870698
56114;07048;Chemin des Coquelicots;Piste; ;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;99.6226860905758
56117;07056;Chemin des Corbillettes;Bande;2009;unidirectionnelle;dans le sens;;;163.00043697871
56118;07056;Chemin des Corbillettes;Bande;2009;unidirectionnelle;dans le sens;;;87.2477545270369
56119;07056;Chemin des Corbillettes;Bande;2009;unidirectionnelle;dans le sens;;;90.0572601161199
56120;07056;Chemin des Corbillettes;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;119.870719425632
56121;07056;Chemin des Corbillettes;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;86.69972467843338
56122;07056;Chemin des Corbillettes;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;48.4858587631487
56123;07056;Chemin des Corbillettes;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;96.5946179122088
56124;07056;Chemin des Corbillettes;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;88.9872470331831
56125;07056;Chemin des Corbillettes;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;88.9177405236494
56126;07110;Place de Cornavin;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;234.268196596309
56132;07110;Place de Cornavin;Sas;2008;bidirectionnelle; ;vélos + cyclomoteurs;NON;4.35570889752747
56133;07110;Place de Cornavin;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;OUI;3.6529713932633
56134;07129;Rue de Cornavin;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;11.877983835651598
56135;07129;Rue de Cornavin;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.7463430230035
56136;07200;Rue des Corps-Saints;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.0789849106456
56137;07218;Rue de la Corraterie;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;59.6407008677799
56138;07218;Rue de la Corraterie;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.8795513958066
56139;07412;Chemin des Coudriers;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.926673972836198
56140;07412;Chemin des Coudriers;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;12.559689486607498
56142;07412;Chemin des Coudriers;Bande;2010;unidirectionnelle;contresens;vélos + cyclomoteurs;;34.94156958762301
58720;22365;Route de Laconnex;Piste;1984;bidirectionnelle; ;mixité piétons;;497.817511326206
58721;;  ;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;55.9505319314802
58723;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.5005328805561
58724;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;52.6954091233485
58725;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.1010506000158
58902;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.8836920031483
58903;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.6169486270179
58904;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.0188776344421
58905;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.48412980222339
58906;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;85.1934605090959
58907;;  ;Bande;~2003;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;107.23660520883801
58911;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.600182805993896
58919;60518;Avenue A.-M.- MIRANY;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.035620044293797
58921;01350;Route de Base;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;107.736627940548
58922;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.8317858091907
58923;01350;Route de Base;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.951595486883
59222;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;135.056468930592
59543;21628;Route de Saint-Julien;Piste;1987;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;250.65531190336
59863;;  ;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;10.7416664501929
59865;;  ;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.0024823063591897
55264;00647;Rue  ARGAND;Contresens;2008;unidirectionnelle;contresens;vélos + cyclomoteurs;;31.478933616847197
55270;00698;Rue de l' Arquebuse;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.31606661176848
55271;00698;Rue de l' Arquebuse;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;66.3226795514949
55272;00698;Rue de l' Arquebuse;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.1007969343360298
55274;00809;Route de Grenand;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;240.543472641111
55275;00809;Route de Grenand;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;344.31377536302006
55276;00809;Route de Grenand;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;171.015584375368
55278;00825;Chemin Jacques- ATTENVILLE;Bande;2010;unidirectionnelle;contresens;vélos + cyclomoteurs;;144.478857928709
55279;00825;Chemin Jacques- ATTENVILLE;Bande;2010;unidirectionnelle;contresens;vélos + cyclomoteurs;;62.1868311797148
55280;00825;Chemin Jacques- ATTENVILLE;Contresens;2010;unidirectionnelle; ;vélos + cyclomoteurs;;32.5532724696649
55281;00833;Rue de l' Aubépine;Bande;2003;unidirectionnelle;contresens;vélos + cyclomoteurs;;48.596645883010794
55282;00833;Rue de l' Aubépine;Bande;2003;unidirectionnelle;contresens;vélos + cyclomoteurs;;41.17332971422189
55284;00833;Rue de l' Aubépine;Bande;2003;unidirectionnelle;contresens;vélos + cyclomoteurs;;47.655148626884696
55286;00833;Rue de l' Aubépine;Contresens;2003;unidirectionnelle;contresens;vélos + cyclomoteurs;;41.827174181386
55287;00833;Rue de l' Aubépine;Contresens;2003;unidirectionnelle;contresens;vélos + cyclomoteurs;;51.021328873325096
55288;00841;Avenue Louis- AUBERT;Bande;1985;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;25.464453656028002
55293;00841;Avenue Louis- AUBERT;Bande;1985;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;182.159828937153
55306;00841;Avenue Louis- AUBERT;Piste;1989;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;3.10344969348627
55307;00841;Avenue Louis- AUBERT;Piste;1989;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.713330378929498
55309;01023;Route d' Avully;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;36.0414963931773
55310;01023;Route d' Avully;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;260.03772763146503
55311;01023;Route d' Avully;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;593.9762504496861
55312;01023;Route d' Avully;Bande;2009;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;893.265432674574
55313;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.03544286027787
55314;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;318.23461152754
55315;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;369.21365731706805
55316;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.9132233763508
55317;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.67438966613788
55318;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;253.00826427342002
55319;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;187.23018939388302
55320;01023;Route d' Avully;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;432.937832458746
55321;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;766.934828877834
55322;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;34.7450777643165
55323;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;174.40391608613803
55324;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;192.22245036677703
55325;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;226.68914757926603
55326;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.4167603600757
55327;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;418.13730914817506
55328;01031;Route du Moulin-Roget;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;53.9442402716388
55330;01163;Rue des Bains;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;43.538290951163894
55331;01163;Rue des Bains;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;38.3914157071604
55333;01198;Chemin de Balexert;Contresens;2009;unidirectionnelle;contresens;vélos + cyclomoteurs;;127.30814509173801
55335;01244;Rue Otto- BARBLAN;Dérogation 2R;1999;bidirectionnelle; ;au statut de la rue;;33.9580252498393
55336;01287;Route de Bardonnex;Bande;~2007;unidirectionnelle;contresens;vélos + cyclomoteurs;;25.4738787780738
55337;01287;Route de Bardonnex;Piste; ;bidirectionnelle;;mixité piétons;;263.965536778902
55339;01287;Route de Bardonnex;Piste;1995;bidirectionnelle;;mixité piétons;;81.90530202618139
55340;01287;Route de Bardonnex;Piste;1995;bidirectionnelle;;mixité piétons;;132.97981567842302
55342;01350;Route de Base;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.53750846500482
55343;01350;Route de Base;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;75.1977266943622
55344;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;55.1682236436882
55346;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.994013651871597
55347;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;24.7156832800552
55348;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;23.5793977870513
55349;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;104.325016175412
55350;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.8486450399061
55351;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.195082703651
55352;01350;Route de Base;Piste;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;120.083545573266
55353;01350;Route de Base;Piste;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;122.435293045801
55354;01350;Route de Base;Piste;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;118.138389051913
55355;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;86.5605250677236
55356;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;93.01923725767699
55359;01350;Route de Base;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.2268228015638
55360;01350;Route de Base;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.7088849148316
55361;01350;Route de Base;Piste;;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;203.527347443417
55362;01350;Route de Base;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;114.962102451199
55363;01350;Route de Base;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;298.19670387835504
55364;01350;Route de Base;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;281.210635335815
55365;01350;Route de Base;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;91.36233359541559
54751;17604;Route de Peney;Piste;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;215.211475300969
54753;;  ;Bande;2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;165.01160023296
54754;;  ;Bande;~2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;435.9616703541
54755;;  ;Bande;~2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.120418708416459
54756;;  ;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.0891057203784
54757;;  ;Bande;1996;unidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;14.684774427957699
55066;;  ;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.0210387911121
55072;;  ;Bande;2007;unidirectionnelle;contresens;vélos + cyclomoteurs;;256.387443703208
55073;;  ;Dérogation 2R;1992;bidirectionnelle; ;au statut de la rue;;27.3094327766357
